0
(5, (7, 11, 15, 10, 6, 14, 8, 13), (608, 383))
(6, (7, 8, 11, 12, 9, 10, 5, 4), (476, 499))
(7, (7, 11, 15, 10, 6, 14, 8, 13), (608, 383))
(8, (7, 8, 11, 12, 9, 10, 5, 4), (476, 499))
(9, (7, 11, 15, 10, 6, 14, 8, 13), (608, 383))
10
(0, (7, 8, 11, 12, 9, 10, 5, 4), (476, 499))
(1, (7, 11, 15, 10, 6, 14, 8, 13), (608, 383))
(2, (7, 11, 15, 12, 6, 9, 8, 5), (530, 438))
(3, (7, 11, 15, 12, 6, 9, 8, 5), (530, 438))
(4, (7, 8, 11, 12, 9, 10, 5, 4), (476, 499))
(5, (7, 11, 15, 12, 6, 9, 8, 5), (530, 438))
(6, (7, 9, 15, 10, 6, 14, 8, 13), (594, 378))
(7, (7, 8, 11, 12, 9, 10, 5, 4), (476, 499))
(8, (7, 11, 15, 10, 6, 14, 8, 13), (608, 383))
(9, (7, 9, 15, 10, 6, 14, 8, 13), (594, 378))
11
(0, (7, 11, 15, 12, 6, 9, 8, 5), (530, 438))
(1, (7, 11, 15, 10, 6, 14, 8, 13), (608, 383))
(2, (7, 9, 15, 10, 6, 14, 8, 13), (594, 378))
(3, (7, 8, 11, 12, 9, 10, 5, 4), (476, 499))
(4, (7, 11, 15, 12, 6, 9, 8, 5), (530, 438))
(5, (7, 11, 15, 12, 6, 9, 8, 5), (530, 438))
(6, (7, 11, 15, 10, 6, 14, 8, 5), (553, 438))
(7, (7, 11, 15, 12, 6, 9, 8, 13), (585, 368))
(8, (7, 11, 15, 12, 6, 9, 8, 5), (530, 438))
(9, (7, 11, 15, 12, 6, 9, 8, 5), (530, 438))
12
(0, (7, 8, 11, 12, 9, 10, 5, 4), (476, 499))
(1, (7, 11, 15, 12, 6, 9, 8, 13), (585, 368))
(2, (7, 11, 15, 12, 6, 9, 8, 5), (530, 438))
(3, (7, 11, 15, 12, 6, 9, 8, 5), (530, 438))
(4, (7, 11, 15, 12, 6, 9, 8, 13), (585, 368))
(5, (7, 11, 15, 12, 6, 9, 2, 5), (491, 490))
(6, (7, 11, 15, 12, 6, 9, 8, 13), (585, 368))
(7, (7, 8, 11, 12, 9, 10, 5, 4), (476, 499))
(8, (7, 8, 11, 12, 9, 10, 5, 4), (476, 499))
(9, (7, 8, 11, 12, 9, 10, 5, 4), (476, 499))
13
(0, (7, 11, 15, 12, 6, 9, 8, 5), (530, 438))
(1, (7, 11, 15, 12, 6, 9, 8, 5), (530, 438))
(2, (7, 11, 15, 12, 6, 9, 2, 5), (491, 490))
(3, (7, 11, 15, 12, 6, 9, 8, 13), (585, 368))
(4, (7, 11, 15, 12, 6, 9, 8, 5), (530, 438))
(5, (7, 11, 15, 12, 6, 9, 8, 13), (585, 368))
(6, (7, 11, 15, 12, 6, 9, 2, 5), (491, 490))
(7, (7, 8, 11, 12, 9, 10, 5, 4), (476, 499))
(8, (7, 11, 15, 12, 6, 9, 8, 13), (585, 368))
(9, (7, 11, 15, 12, 6, 9, 8, 13), (585, 368))
14
(0, (7, 11, 15, 12, 6, 9, 8, 5), (530, 438))
(1, (7, 11, 15, 12, 6, 9, 2, 13), (546, 408))
(2, (7, 11, 15, 12, 6, 9, 2, 5), (491, 490))
(3, (7, 11, 15, 12, 6, 9, 2, 5), (491, 490))
(4, (7, 8, 11, 12, 9, 10, 5, 4), (476, 499))
(5, (7, 11, 15, 12, 6, 9, 8, 13), (585, 368))
(6, (7, 11, 15, 12, 6, 9, 8, 5), (530, 438))
(7, (7, 11, 15, 12, 6, 9, 8, 13), (585, 368))
(8, (7, 11, 15, 12, 6, 9, 8, 13), (585, 368))
(9, (7, 11, 15, 12, 6, 9, 8, 5), (530, 438))
15
(0, (7, 11, 15, 12, 6, 9, 8, 13), (585, 368))
(1, (7, 11, 15, 12, 6, 9, 8, 13), (585, 368))
(2, (7, 11, 15, 12, 6, 9, 8, 13), (585, 368))
(3, (7, 11, 15, 12, 6, 9, 2, 13), (546, 408))
(4, (7, 11, 15, 12, 6, 9, 8, 13), (585, 368))
(5, (7, 11, 15, 12, 6, 9, 8, 13), (585, 368))
(6, (7, 8, 11, 12, 9, 10, 5, 4), (476, 499))
(7, (7, 11, 15, 12, 6, 9, 2, 5), (491, 490))
(8, (7, 11, 15, 12, 6, 9, 8, 13), (585, 368))
(9, (7, 11, 15, 12, 6, 9, 2, 5), (491, 490))
16
(0, (7, 11, 15, 12, 6, 9, 2, 5), (491, 490))
(1, (7, 8, 11, 12, 9, 10, 5, 4), (476, 499))
(2, (7, 11, 15, 12, 6, 9, 8, 5), (530, 438))
(3, (7, 11, 15, 12, 6, 9, 2, 13), (546, 408))
(4, (7, 11, 15, 12, 6, 9, 2, 13), (546, 408))
(5, (7, 16, 15, 12, 6, 9, 2, 5), (427, 586))
(6, (7, 11, 15, 12, 4, 9, 8, 13), (572, 412))
(7, (7, 11, 15, 12, 6, 9, 2, 5), (491, 490))
(8, (7, 11, 15, 12, 6, 9, 2, 13), (546, 408))
(9, (7, 11, 15, 12, 6, 9, 2, 13), (546, 408))
17
(0, (7, 8, 11, 12, 9, 10, 5, 4), (476, 499))
(1, (7, 16, 15, 12, 6, 9, 2, 5), (427, 586))
(2, (7, 16, 15, 12, 6, 9, 2, 5), (427, 586))
(3, (7, 11, 15, 12, 6, 9, 8, 5), (530, 438))
(4, (7, 11, 15, 12, 6, 9, 2, 13), (546, 408))
(5, (7, 11, 15, 12, 6, 9, 2, 13), (546, 408))
(6, (7, 16, 15, 12, 6, 9, 2, 5), (427, 586))
(7, (7, 11, 15, 12, 6, 9, 2, 5), (491, 490))
(8, (7, 11, 15, 12, 6, 9, 2, 13), (546, 408))
(9, (7, 11, 15, 12, 6, 9, 8, 5), (530, 438))
18
(0, (7, 16, 15, 12, 6, 9, 2, 5), (427, 586))
(1, (7, 16, 15, 12, 6, 9, 2, 5), (427, 586))
(2, (7, 11, 15, 12, 6, 9, 8, 5), (530, 438))
(3, (7, 11, 15, 12, 6, 9, 2, 13), (546, 408))
(4, (7, 16, 15, 12, 6, 9, 2, 5), (427, 586))
(5, (7, 16, 15, 12, 6, 9, 2, 5), (427, 586))
(6, (7, 16, 15, 12, 6, 9, 2, 5), (427, 586))
(7, (7, 16, 15, 12, 6, 9, 2, 5), (427, 586))
(8, (7, 11, 15, 12, 6, 5, 2, 13), (522, 417))
(9, (7, 11, 15, 12, 6, 9, 2, 5), (491, 490))
19
(0, (7, 11, 15, 12, 6, 9, 2, 13), (546, 408))
(1, (7, 11, 15, 12, 6, 9, 2, 13), (546, 408))
(2, (7, 11, 15, 12, 6, 5, 2, 13), (522, 417))
(3, (7, 11, 15, 12, 6, 9, 2, 13), (546, 408))
(4, (7, 11, 15, 12, 6, 9, 2, 5), (491, 490))
(5, (7, 16, 15, 12, 6, 5, 2, 13), (458, 513))
(6, (7, 16, 15, 12, 6, 9, 2, 5), (427, 586))
(7, (7, 11, 15, 12, 6, 5, 2, 8), (485, 457))
(8, (7, 16, 15, 12, 6, 9, 2, 5), (427, 586))
(9, (7, 11, 15, 12, 6, 5, 2, 13), (522, 417))
20
(0, (7, 11, 15, 12, 6, 9, 2, 13), (546, 408))
(1, (7, 16, 15, 12, 6, 5, 2, 13), (458, 513))
(2, (7, 11, 15, 12, 6, 5, 2, 13), (522, 417))
(3, (7, 11, 15, 12, 6, 5, 2, 8), (485, 457))
(4, (7, 16, 15, 12, 6, 9, 2, 5), (427, 586))
(5, (7, 11, 15, 12, 6, 5, 2, 8), (485, 457))
(6, (7, 11, 15, 12, 6, 9, 2, 13), (546, 408))
(7, (7, 11, 15, 12, 6, 5, 2, 13), (522, 417))
(8, (7, 11, 15, 12, 6, 9, 2, 13), (546, 408))
(9, (7, 16, 15, 12, 6, 5, 2, 13), (458, 513))
21
(0, (7, 11, 15, 12, 6, 5, 2, 13), (522, 417))
(1, (7, 11, 15, 12, 6, 9, 2, 13), (546, 408))
(2, (7, 11, 15, 12, 6, 9, 2, 13), (546, 408))
(3, (7, 16, 15, 12, 6, 9, 2, 5), (427, 586))
(4, (7, 16, 15, 12, 6, 9, 2, 5), (427, 586))
(5, (7, 16, 15, 12, 6, 5, 2, 13), (458, 513))
(6, (7, 11, 15, 12, 6, 9, 2, 13), (546, 408))
(7, (7, 16, 15, 12, 6, 5, 2, 13), (458, 513))
(8, (7, 11, 15, 12, 6, 9, 2, 13), (546, 408))
(9, (7, 16, 15, 12, 6, 9, 2, 5), (427, 586))
22
(0, (7, 16, 15, 12, 6, 9, 2, 5), (427, 586))
(1, (7, 16, 15, 12, 6, 9, 2, 5), (427, 586))
(2, (7, 16, 15, 12, 6, 9, 2, 5), (427, 586))
(3, (7, 16, 15, 12, 6, 5, 2, 13), (458, 513))
(4, (7, 11, 15, 12, 6, 9, 2, 13), (546, 408))
(5, (7, 16, 15, 12, 6, 5, 2, 13), (458, 513))
(6, (7, 11, 15, 12, 6, 5, 2, 13), (522, 417))
(7, (7, 16, 15, 12, 6, 9, 2, 5), (427, 586))
(8, (7, 16, 15, 12, 6, 9, 2, 5), (427, 586))
(9, (7, 16, 15, 12, 6, 5, 2, 13), (458, 513))
23
(0, (7, 16, 15, 12, 6, 9, 2, 5), (427, 586))
(1, (7, 11, 15, 12, 6, 5, 2, 13), (522, 417))
(2, (7, 16, 15, 12, 6, 9, 2, 13), (482, 521))
(3, (7, 11, 15, 12, 6, 9, 2, 5), (491, 490))
(4, (7, 11, 15, 12, 6, 5, 2, 13), (522, 417))
(5, (7, 16, 15, 12, 6, 5, 2, 13), (458, 513))
(6, (7, 16, 15, 12, 6, 9, 2, 5), (427, 586))
(7, (7, 16, 15, 12, 6, 9, 2, 5), (427, 586))
(8, (7, 11, 15, 12, 6, 5, 2, 13), (522, 417))
(9, (7, 16, 15, 12, 6, 9, 2, 5), (427, 586))
24
(0, (7, 16, 15, 12, 6, 5, 2, 13), (458, 513))
(1, (7, 11, 15, 12, 6, 9, 2, 5), (491, 490))
(2, (7, 16, 15, 12, 6, 9, 2, 5), (427, 586))
(3, (7, 11, 15, 12, 6, 9, 2, 5), (491, 490))
(4, (7, 16, 15, 12, 6, 9, 2, 5), (427, 586))
(5, (7, 11, 15, 12, 6, 5, 10, 13), (572, 390))
(6, (7, 11, 15, 12, 6, 5, 2, 13), (522, 417))
(7, (7, 11, 15, 12, 6, 5, 2, 13), (522, 417))
(8, (7, 16, 15, 12, 6, 5, 2, 13), (458, 513))
(9, (7, 16, 15, 12, 6, 9, 2, 5), (427, 586))
25
(0, (7, 16, 15, 12, 6, 5, 2, 13), (458, 513))
(1, (7, 11, 15, 12, 6, 5, 2, 13), (522, 417))
(2, (7, 11, 15, 12, 6, 9, 2, 5), (491, 490))
(3, (7, 16, 15, 12, 6, 5, 2, 13), (458, 513))
(4, (7, 16, 15, 12, 6, 9, 2, 5), (427, 586))
(5, (7, 16, 15, 12, 6, 5, 2, 13), (458, 513))
(6, (7, 16, 15, 12, 6, 5, 2, 13), (458, 513))
(7, (7, 16, 15, 12, 6, 5, 2, 13), (458, 513))
(8, (7, 11, 15, 12, 6, 9, 2, 5), (491, 490))
(9, (7, 11, 15, 12, 6, 9, 2, 5), (491, 490))
26
(0, (7, 16, 15, 12, 6, 5, 2, 13), (458, 513))
(1, (7, 16, 15, 12, 9, 5, 2, 13), (475, 530))
(2, (7, 11, 15, 12, 6, 5, 2, 13), (522, 417))
(3, (7, 11, 15, 12, 6, 5, 2, 13), (522, 417))
(4, (7, 11, 15, 12, 6, 9, 2, 5), (491, 490))
(5, (7, 16, 15, 12, 6, 5, 2, 13), (458, 513))
(6, (7, 16, 15, 12, 6, 5, 2, 13), (458, 513))
(7, (7, 16, 15, 12, 6, 5, 2, 13), (458, 513))
(8, (7, 16, 15, 12, 6, 5, 2, 13), (458, 513))
(9, (7, 11, 15, 12, 6, 9, 2, 5), (491, 490))
27
(0, (7, 16, 15, 12, 6, 5, 2, 13), (458, 513))
(1, (7, 11, 15, 12, 6, 5, 2, 13), (522, 417))
(2, (7, 16, 15, 12, 6, 5, 2, 13), (458, 513))
(3, (7, 11, 15, 12, 6, 9, 2, 5), (491, 490))
(4, (7, 16, 15, 12, 6, 5, 2, 13), (458, 513))
(5, (7, 11, 15, 12, 6, 5, 2, 13), (522, 417))
(6, (7, 16, 15, 12, 6, 5, 2, 13), (458, 513))
(7, (7, 16, 15, 12, 6, 5, 2, 13), (458, 513))
(8, (7, 11, 15, 12, 6, 5, 2, 13), (522, 417))
(9, (7, 11, 15, 12, 6, 5, 2, 13), (522, 417))
28
(0, (7, 11, 15, 12, 6, 5, 2, 13), (522, 417))
(1, (7, 11, 15, 12, 6, 5, 2, 13), (522, 417))
(2, (7, 11, 15, 12, 6, 5, 2, 13), (522, 417))
(3, (7, 11, 15, 12, 6, 9, 2, 5), (491, 490))
(4, (7, 16, 15, 12, 6, 5, 2, 13), (458, 513))
(5, (7, 11, 15, 12, 6, 9, 2, 5), (491, 490))
(6, (7, 11, 15, 12, 6, 5, 2, 13), (522, 417))
(7, (7, 11, 15, 12, 6, 9, 2, 5), (491, 490))
(8, (7, 11, 15, 12, 6, 9, 2, 5), (491, 490))
(9, (7, 16, 15, 12, 6, 5, 2, 13), (458, 513))
29
(0, (7, 11, 15, 12, 6, 5, 2, 13), (522, 417))
(1, (7, 11, 15, 12, 6, 9, 2, 5), (491, 490))
(2, (7, 11, 15, 12, 6, 5, 2, 13), (522, 417))
(3, (7, 11, 15, 12, 6, 9, 2, 5), (491, 490))
(4, (7, 11, 15, 12, 6, 9, 2, 5), (491, 490))
(5, (7, 16, 15, 12, 6, 5, 2, 13), (458, 513))
(6, (7, 11, 15, 12, 6, 9, 2, 5), (491, 490))
(7, (7, 11, 15, 12, 6, 9, 2, 5), (491, 490))
(8, (7, 11, 15, 12, 6, 5, 2, 13), (522, 417))
(9, (7, 11, 15, 12, 6, 9, 2, 5), (491, 490))
30
(0, (7, 16, 15, 12, 6, 5, 2, 13), (458, 513))
(1, (7, 11, 15, 12, 6, 9, 2, 5), (491, 490))
(2, (7, 11, 15, 12, 6, 5, 2, 13), (522, 417))
(3, (7, 11, 15, 12, 6, 5, 2, 13), (522, 417))
(4, (7, 11, 15, 12, 6, 5, 2, 13), (522, 417))
(5, (7, 11, 15, 12, 6, 5, 2, 13), (522, 417))
(6, (7, 11, 15, 12, 6, 5, 2, 13), (522, 417))
(7, (7, 11, 15, 12, 6, 5, 2, 13), (522, 417))
(8, (7, 16, 15, 12, 6, 5, 2, 13), (458, 513))
(9, (7, 11, 15, 12, 6, 9, 2, 5), (491, 490))
31
(0, (7, 11, 15, 12, 6, 5, 2, 13), (522, 417))
(1, (7, 11, 15, 12, 6, 9, 14, 5), (577, 423))
(2, (7, 16, 15, 12, 6, 5, 2, 13), (458, 513))
(3, (7, 16, 15, 12, 6, 5, 2, 13), (458, 513))
(4, (7, 11, 15, 12, 6, 5, 2, 13), (522, 417))
(5, (7, 16, 15, 12, 6, 5, 2, 13), (458, 513))
(6, (7, 16, 15, 12, 6, 5, 2, 13), (458, 513))
(7, (7, 11, 15, 12, 6, 9, 2, 5), (491, 490))
(8, (7, 16, 15, 12, 6, 5, 2, 13), (458, 513))
(9, (7, 11, 15, 12, 6, 5, 2, 13), (522, 417))
32
(0, (7, 11, 15, 12, 6, 9, 14, 5), (577, 423))
(1, (7, 16, 15, 12, 6, 5, 2, 13), (458, 513))
(2, (7, 11, 15, 12, 6, 9, 2, 5), (491, 490))
(3, (7, 11, 15, 12, 6, 5, 2, 13), (522, 417))
(4, (7, 16, 15, 12, 6, 9, 2, 5), (427, 586))
(5, (7, 11, 15, 12, 6, 5, 2, 13), (522, 417))
(6, (7, 16, 4, 12, 6, 5, 2, 13), (382, 591))
(7, (7, 16, 15, 12, 6, 5, 2, 13), (458, 513))
(8, (7, 11, 15, 12, 6, 9, 2, 5), (491, 490))
(9, (7, 11, 15, 12, 6, 9, 14, 5), (577, 423))
33
(0, (7, 16, 4, 12, 6, 5, 2, 13), (382, 591))
(1, (7, 11, 13, 12, 6, 9, 2, 5), (476, 450))
(2, (7, 16, 15, 12, 6, 9, 2, 5), (427, 586))
(3, (7, 11, 15, 12, 6, 9, 2, 5), (491, 490))
(4, (7, 11, 15, 12, 6, 5, 2, 13), (522, 417))
(5, (7, 11, 15, 12, 6, 9, 2, 5), (491, 490))
(6, (7, 11, 15, 12, 6, 5, 2, 13), (522, 417))
(7, (7, 16, 15, 12, 6, 9, 2, 5), (427, 586))
(8, (7, 16, 15, 12, 6, 9, 2, 5), (427, 586))
(9, (7, 11, 15, 12, 6, 5, 2, 13), (522, 417))
34
(0, (7, 16, 15, 12, 6, 9, 2, 5), (427, 586))
(1, (7, 11, 15, 12, 6, 5, 2, 13), (522, 417))
(2, (7, 16, 15, 3, 6, 9, 2, 5), (367, 659))
(3, (7, 16, 15, 12, 6, 9, 2, 5), (427, 586))
(4, (7, 16, 4, 12, 6, 5, 2, 13), (382, 591))
(5, (7, 11, 13, 12, 6, 9, 2, 5), (476, 450))
(6, (7, 11, 13, 12, 6, 9, 2, 5), (476, 450))
(7, (7, 16, 4, 12, 6, 5, 2, 13), (382, 591))
(8, (7, 11, 13, 12, 6, 9, 2, 5), (476, 450))
(9, (7, 16, 4, 12, 6, 5, 2, 13), (382, 591))
35
(0, (7, 11, 12, 3, 6, 9, 2, 5), (408, 573))
(1, (7, 16, 15, 12, 6, 5, 2, 13), (458, 513))
(2, (7, 11, 13, 12, 6, 9, 2, 5), (476, 450))
(3, (7, 11, 13, 12, 6, 9, 2, 5), (476, 450))
(4, (7, 16, 15, 3, 6, 9, 2, 5), (367, 659))
(5, (7, 11, 13, 12, 6, 9, 2, 5), (476, 450))
(6, (7, 16, 4, 12, 6, 5, 2, 13), (382, 591))
(7, (7, 16, 4, 12, 6, 5, 2, 13), (382, 591))
(8, (7, 16, 15, 12, 6, 9, 2, 5), (427, 586))
(9, (7, 11, 13, 12, 6, 9, 2, 5), (476, 450))
36
(0, (7, 16, 15, 3, 6, 9, 2, 5), (367, 659))
(1, (7, 16, 15, 3, 6, 9, 2, 5), (367, 659))
(2, (7, 16, 15, 3, 6, 9, 2, 5), (367, 659))
(3, (7, 16, 15, 4, 6, 5, 2, 13), (405, 604))
(4, (7, 16, 15, 3, 6, 9, 2, 5), (367, 659))
(5, (7, 11, 12, 3, 6, 9, 2, 5), (408, 573))
(6, (7, 16, 15, 12, 6, 5, 2, 13), (458, 513))
(7, (7, 11, 12, 3, 6, 9, 2, 5), (408, 573))
(8, (7, 16, 15, 12, 6, 9, 2, 5), (427, 586))
(9, (7, 16, 15, 12, 6, 9, 2, 5), (427, 586))
37
(0, (7, 16, 12, 4, 6, 5, 2, 13), (382, 591))
(1, (7, 11, 15, 3, 6, 9, 2, 5), (431, 563))
(2, (7, 16, 15, 3, 6, 9, 2, 5), (367, 659))
(3, (7, 16, 15, 3, 6, 9, 2, 5), (367, 659))
(4, (7, 11, 12, 3, 6, 9, 2, 5), (408, 573))
(5, (7, 16, 15, 3, 6, 9, 2, 5), (367, 659))
(6, (7, 11, 12, 3, 6, 9, 2, 5), (408, 573))
(7, (7, 16, 15, 3, 6, 9, 2, 5), (367, 659))
(8, (7, 16, 15, 12, 6, 9, 2, 5), (427, 586))
(9, (7, 11, 12, 3, 6, 9, 2, 5), (408, 573))
38
(0, (7, 16, 15, 12, 6, 9, 2, 5), (427, 586))
(1, (7, 16, 12, 4, 6, 5, 2, 13), (382, 591))
(2, (7, 16, 15, 3, 6, 9, 2, 5), (367, 659))
(3, (7, 11, 12, 3, 6, 9, 2, 5), (408, 573))
(4, (7, 16, 15, 3, 6, 9, 2, 5), (367, 659))
(5, (7, 11, 15, 3, 6, 9, 2, 5), (431, 563))
(6, (7, 16, 15, 3, 6, 8, 2, 5), (361, 649))
(7, (7, 16, 15, 12, 6, 9, 2, 5), (427, 586))
(8, (7, 16, 15, 3, 6, 9, 2, 5), (367, 659))
(9, (7, 11, 15, 3, 6, 9, 2, 5), (431, 563))
39
(0, (7, 16, 15, 3, 6, 9, 2, 5), (367, 659))
(1, (7, 11, 15, 3, 6, 8, 2, 5), (425, 553))
(2, (7, 16, 15, 3, 6, 9, 2, 5), (367, 659))
(3, (7, 16, 15, 12, 6, 9, 2, 11), (465, 554))
(4, (7, 16, 12, 4, 6, 5, 2, 13), (382, 591))
(5, (7, 16, 12, 4, 6, 5, 2, 13), (382, 591))
(6, (7, 16, 15, 12, 6, 9, 2, 5), (427, 586))
(7, (7, 16, 15, 3, 6, 9, 2, 5), (367, 659))
(8, (7, 16, 15, 3, 6, 9, 2, 5), (367, 659))
(9, (7, 11, 15, 3, 6, 9, 2, 5), (431, 563))
40
(0, (7, 16, 15, 12, 6, 9, 2, 11), (465, 554))
(1, (7, 16, 12, 4, 6, 5, 2, 13), (382, 591))
(2, (7, 16, 15, 3, 6, 9, 2, 5), (367, 659))
(3, (7, 16, 15, 3, 6, 9, 2, 5), (367, 659))
(4, (7, 16, 15, 3, 6, 9, 2, 5), (367, 659))
(5, (7, 11, 15, 3, 6, 8, 2, 5), (425, 553))
(6, (7, 16, 15, 3, 6, 9, 2, 5), (367, 659))
(7, (7, 11, 15, 3, 6, 8, 2, 5), (425, 553))
(8, (7, 16, 15, 4, 6, 5, 2, 13), (405, 604))
